job_no, job_date, start_time, end_time, timezone_name, case_no, job_type, status_name, scheduled_by_email, job_loc_name, job_loc_address, job_loc_city, job_loc_state, job_loc_zip,scheduling_notes_html, zoom_meeting_id, confirmation_notes_html, last_modified_at, last_modified_by, entered_at, entered_by
136364,2026-03-11,14:00:00,16:00:00,Eastern Standard Time,73811,VTC: Court Reporter,New,,GalloMeet Web Conferencing - Buckeye Boardroom,All attendees appearing remotely.,REMOTE,,,,,"Remote Court Reporter Only |&nbsp;&nbsp;All parties to attend remotely<br><br>ZOOM link for ALL parties to appear remotely:<br><br>Join from PC, Mac, Linux, iOS or Android: https://gallo-legal.zoom.us/j/85421312527?pwd=blFBYDmFBTDHO9SBcGPDqOZ9pOPolT.1<br>&nbsp;&nbsp;&nbsp;&nbsp;Password: 907927<br><br>or&nbsp;<br><br>Visit https://gallo-legal.zoom.us/<br>Click ""Join Meeting""<br>Enter Meeting ID: 854 2131 2527<br><br>&nbsp;&nbsp;&nbsp;&nbsp;Password: 907927<br>&nbsp;<br>Or iPhone one-tap:&nbsp;&nbsp;16469313860,85421312527# or 13017158592,85421312527#<br><br>Or Telephone&nbsp;&nbsp;(Mute PC to avoid feedback if using telephone for audio and computer for video.):<br>&nbsp;&nbsp;&nbsp;&nbsp;Dial: +1 646 931 3860 (US Toll) or +1 301 715 8592 (US Toll)<br>&nbsp;&nbsp;&nbsp;&nbsp;833 548 0282 (US Toll Free)<br>&nbsp;&nbsp;&nbsp;&nbsp;877 853 5247 (US Toll Free)<br>&nbsp;&nbsp;&nbsp;&nbsp;888 788 0099 (US Toll Free)<br>&nbsp;&nbsp;&nbsp;&nbsp;833 548 0276 (US Toll Free)<br>&nbsp;&nbsp;&nbsp;&nbsp;Meeting ID: 854 2131 2527&nbsp;",2026-03-05 08:45:51.487000,37784,2026-03-04 12:46:40.700000,37784
136366,2026-03-12,10:00:00,12:00:00,Eastern Standard Time,75082,Depo: Court Reporter Only,New,,"Fain, Major, Brennan, Sanford & Hardee, P.C. - Atlanta","5605 Glenridge Drive, NE
Suite 900",Atlanta,GA,30342,,,Court Reporter ONLY | **ALL parties to appear in-person**,2026-03-04 13:04:44.310000,43151,2026-03-04 12:57:23.720000,43151
136367,2026-03-06,09:00:00,15:00:00,Eastern Standard Time,75080,Depo: Court Reporter Only,Confirmed,,"Stone & Bellus, P.C.","6849 Peachtree Dunwoody Road
Building B-3, Suite 100",Atlanta,GA,30328,,,Court Reporter ONLY | **ALL parties to appear in-person**<br>,2026-03-05 11:56:04.080000,27562,2026-03-04 12:58:12.207000,43871
136374,2026-03-06,14:00:00,17:00:00,Eastern Standard Time,73835,Hearing: Court Reporter Only,Confirmed,,ALL parties to attend remotely via Zoom,"(ALL attendees are to appear remotely)	
GLS did not set up the Zoom link.
",REMOTE,,,GLS did not set up the Zoom link&nbsp;,,Remote Court Reporter Only |&nbsp;&nbsp;All parties to attend remotely<br><br><strong>GLS did not set up the Zoom link&nbsp;</strong><br><br>Join Zoom Meeting<br>Join Zoom Meeting: https://dekalbcountyga.zoom.us/j/87914354433<br>Meeting ID: 879 1435 4433<br>Passcode: 476240<br>,2026-03-05 08:19:51.647000,37784,2026-03-04 14:41:32.423000,44077
136381,2026-03-05,10:00:00,13:00:00,Eastern Standard Time,75089,VTC: Court Reporter,New,,GalloMeet Web Conferencing - Magnolia Boardroom,All attendees appearing remotely.,REMOTE,,,,,"Remote Court Reporter ONLY | All parties to attend remotely<br><br>ZOOM link for ALL parties to appear remotely:<br><br>Join from PC, Mac, Linux, iOS or Android: https://gallo-legal.zoom.us/j/82281334528?pwd=Fl2KoyOpuJCOui5iTAD6LleaqYbafY.1<br>&nbsp;&nbsp;&nbsp;&nbsp;Password: 315396<br><br>or&nbsp;<br><br>Visit https://gallo-legal.zoom.us/<br>Click ""Join Meeting""<br>Enter Meeting ID: 822 8133 4528<br><br>&nbsp;&nbsp;&nbsp;&nbsp;Password: 315396<br>&nbsp;<br>Or iPhone one-tap:&nbsp;&nbsp;13092053325,82281334528# or 13126266799,82281334528#<br><br>Or Telephone&nbsp;&nbsp;(Mute PC to avoid feedback if using telephone for audio and computer for video.):<br>&nbsp;&nbsp;&nbsp;&nbsp;Dial: +1 309 205 3325 (US Toll) or +1 312 626 6799 (US Toll)<br>&nbsp;&nbsp;&nbsp;&nbsp;833 548 0276 (US Toll Free)<br>&nbsp;&nbsp;&nbsp;&nbsp;833 548 0282 (US Toll Free)<br>&nbsp;&nbsp;&nbsp;&nbsp;877 853 5247 (US Toll Free)<br>&nbsp;&nbsp;&nbsp;&nbsp;888 788 0099 (US Toll Free)<br>&nbsp;&nbsp;&nbsp;&nbsp;Meeting ID: 822 8133 4528&nbsp;",2026-03-04 16:17:17.840000,44077,2026-03-04 15:34:56.893000,44077
136384,2026-03-12,10:00:00,17:00:00,Mountain Standard Time,75091,"Depo: Reporter, Videographer",New,,"Lewis Brisbois Bisgaard & Smith, LLP - Phoenix","2929 North Central Avenue
Suite 1700",Phoenix,AZ,85012,,,Court Reporter &amp; Videographer | **ALL parties to appear in-person**,2026-03-04 16:04:10.540000,43871,2026-03-04 16:01:28.413000,43871
136386,2026-03-09,18:00:00,20:00:00,Eastern Standard Time,70347,VTC: Court Reporter,New,,GalloMeet Web Conferencing - Birch Boardroom,All attendees appearing remotely.,REMOTE,,,,,"Remote Court Reporter Only |&nbsp;&nbsp;All parties to attend remotely<br><br>ZOOM link for ALL parties to appear remotely:<br><br>Join from PC, Mac, Linux, iOS or Android: https://gallo-legal.zoom.us/j/84680035301?pwd=vmCqiOaW0eC41hm5s0Nj9vW7rvnhpJ.1<br>&nbsp;&nbsp;&nbsp;&nbsp;Password: 810149<br><br>or&nbsp;<br><br>Visit https://gallo-legal.zoom.us/<br>Click ""Join Meeting""<br>Enter Meeting ID: 846 8003 5301<br><br>&nbsp;&nbsp;&nbsp;&nbsp;Password: 810149<br>&nbsp;<br>Or iPhone one-tap:&nbsp;&nbsp;13052241968,84680035301# or 13092053325,84680035301#<br><br>Or Telephone&nbsp;&nbsp;(Mute PC to avoid feedback if using telephone for audio and computer for video.):<br>&nbsp;&nbsp;&nbsp;&nbsp;Dial: +1 305 224 1968 (US Toll) or +1 309 205 3325 (US Toll)<br>&nbsp;&nbsp;&nbsp;&nbsp;888 788 0099 (US Toll Free)<br>&nbsp;&nbsp;&nbsp;&nbsp;833 548 0276 (US Toll Free)<br>&nbsp;&nbsp;&nbsp;&nbsp;833 548 0282 (US Toll Free)<br>&nbsp;&nbsp;&nbsp;&nbsp;877 853 5247 (US Toll Free)<br>&nbsp;&nbsp;&nbsp;&nbsp;Meeting ID: 846 8003 5301&nbsp;",2026-03-04 16:28:04.607000,44077,2026-03-04 16:10:06.020000,44077
136389,2026-03-12,10:00:00,14:00:00,Eastern Standard Time,75094,"Depo: Reporter, Videographer",New,,Hall Booth Smith P.C. - Atlanta,"191 Peachtree Street
Suite 2900",Atlanta,GA,30303,,,Court Reporter &amp; Videographer | **ALL parties to appear in-person**<br>,2026-03-05 11:56:49.797000,27562,2026-03-04 16:21:40.050000,43151
136391,2026-03-13,09:30:00,17:00:00,Eastern Standard Time,75095,Hearing: Court Reporter Only,New,,Dekalb County Courthouse,556 North McDonough Street,Decatur,GA,30030,,,Court Reporter ONLY | **ALL parties to appear in-person**,2026-03-04 16:37:14.280000,43151,2026-03-04 16:33:28.733000,43151
136394,2026-03-09,10:00:00,15:00:00,Eastern Standard Time,75098,"Cross-Depo: Reporter, Interpreter",New,,GalloMeet Web Conferencing - Alder Boardroom,All attendees appearing remotely.,REMOTE,,,Interpreter: Jenny Bristini,,"<strong><span style=""background-color:#ffff00;"">SPANISH INTERPRETER ONLY FOR&nbsp;Maria Ibarra</span></strong><br><br>Remote Court Reporter &amp; Interpreter | All parties to attend remotely<br><br>ZOOM link for ALL parties to appear remotely:<br><br>Join from PC, Mac, Linux, iOS or Android: https://gallo-legal.zoom.us/j/84407529682?pwd=6mLymhvk9hbuaYwfIojbfE84jicy8P.1<br>&nbsp;&nbsp;&nbsp;&nbsp;Password: 358837<br><br>or&nbsp;<br><br>Visit https://gallo-legal.zoom.us/<br>Click ""Join Meeting""<br>Enter Meeting ID: 844 0752 9682<br><br>&nbsp;&nbsp;&nbsp;&nbsp;Password: 358837<br>&nbsp;<br>Or iPhone one-tap:&nbsp;&nbsp;13092053325,84407529682# or 13126266799,84407529682#<br><br>Or Telephone&nbsp;&nbsp;(Mute PC to avoid feedback if using telephone for audio and computer for video.):<br>&nbsp;&nbsp;&nbsp;&nbsp;Dial: +1 309 205 3325 (US Toll) or +1 312 626 6799 (US Toll)<br>&nbsp;&nbsp;&nbsp;&nbsp;877 853 5247 (US Toll Free)<br>&nbsp;&nbsp;&nbsp;&nbsp;888 788 0099 (US Toll Free)<br>&nbsp;&nbsp;&nbsp;&nbsp;833 548 0276 (US Toll Free)<br>&nbsp;&nbsp;&nbsp;&nbsp;833 548 0282 (US Toll Free)",2026-03-05 16:19:14.423000,43151,2026-03-04 17:09:18.233000,43151
136395,2026-03-05,10:00:00,12:00:00,Eastern Standard Time,74328,Depo: Court Reporter Only,New,,Mike Hostilo Law Firm - Macon,204A Spring Street,Macon,GA,31201,,,Court Reporter ONLY | **ALL parties to appear in-person**,2026-03-04 17:21:29.213000,43871,2026-03-04 17:20:59.823000,43871
136398,2026-03-05,13:00:00,15:00:00,Eastern Standard Time,57806,VTC: Court Reporter,Turned In,,GalloMeet Web Conferencing - Almond Boardroom,All attendees appearing remotely.						,REMOTE,,,,,"Remote Court Reporter Only |&nbsp;&nbsp;All parties to attend remotely<br><br>ZOOM link for ALL parties to appear remotely:<br><br>Join from PC, Mac, Linux, iOS or Android: https://gallo-legal.zoom.us/j/87926639955?pwd=WFb6Crt99Aj1DAknrQ7VowbO0AZjMr.1<br>&nbsp;&nbsp;&nbsp;&nbsp;Password: 745985<br><br>or&nbsp;<br><br>Visit https://gallo-legal.zoom.us/<br>Click ""Join Meeting""<br>Enter Meeting ID: 879 2663 9955<br><br>&nbsp;&nbsp;&nbsp;&nbsp;Password: 745985<br>&nbsp;<br>Or iPhone one-tap:&nbsp;&nbsp;13126266799,87926639955# or 16468769923,87926639955#<br><br>Or Telephone&nbsp;&nbsp;(Mute PC to avoid feedback if using telephone for audio and computer for video.):<br>&nbsp;&nbsp;&nbsp;&nbsp;Dial: +1 312 626 6799 (US Toll) or +1 646 876 9923 (US Toll)<br>&nbsp;&nbsp;&nbsp;&nbsp;833 548 0282 (US Toll Free)<br>&nbsp;&nbsp;&nbsp;&nbsp;877 853 5247 (US Toll Free)<br>&nbsp;&nbsp;&nbsp;&nbsp;888 788 0099 (US Toll Free)<br>&nbsp;&nbsp;&nbsp;&nbsp;833 548 0276 (US Toll Free)<br>&nbsp;&nbsp;&nbsp;&nbsp;Meeting ID: 879 2663 9955&nbsp;",2026-03-05 15:30:04.077000,41407,2026-03-05 08:46:58.803000,44077
136404,2026-03-06,10:00:00,12:00:00,Eastern Standard Time,75103,"VTC: Reporter, Videographer",Confirmed,,GalloMeet Web Conferencing - Eucalyptus Boardroom,All attendees appearing remotely.,REMOTE,,,,,"RRemote Court Reporter &amp; Videographer |&nbsp;&nbsp;All parties to attend remotely<br><br>ZOOM link for ALL parties to appear remotely:<br><br>Join from PC, Mac, Linux, iOS or Android: https://gallo-legal.zoom.us/j/86572300592?pwd=eTLLeFbdPMfcnZKMoWip55tRmbLTux.1<br>&nbsp;&nbsp;&nbsp;&nbsp;Password: 491522<br><br>or&nbsp;<br><br>Visit https://gallo-legal.zoom.us/<br>Click ""Join Meeting""<br>Enter Meeting ID: 865 7230 0592<br><br>&nbsp;&nbsp;&nbsp;&nbsp;Password: 491522<br>&nbsp;<br>Or iPhone one-tap:&nbsp;&nbsp;16468769923,86572300592# or 16469313860,86572300592#<br><br>Or Telephone&nbsp;&nbsp;(Mute PC to avoid feedback if using telephone for audio and computer for video.):<br>&nbsp;&nbsp;&nbsp;&nbsp;Dial: +1 646 876 9923 (US Toll) or +1 646 931 3860 (US Toll)<br>&nbsp;&nbsp;&nbsp;&nbsp;833 548 0276 (US Toll Free)<br>&nbsp;&nbsp;&nbsp;&nbsp;833 548 0282 (US Toll Free)<br>&nbsp;&nbsp;&nbsp;&nbsp;877 853 5247 (US Toll Free)<br>&nbsp;&nbsp;&nbsp;&nbsp;888 788 0099 (US Toll Free)<br>&nbsp;&nbsp;&nbsp;&nbsp;Meeting ID: 865 7230 0592&nbsp;",2026-03-05 11:35:25.747000,37784,2026-03-05 09:17:41.173000,43871
136405,2026-03-06,10:00:00,12:00:00,Eastern Standard Time,75104,"VTC: Reporter, Videographer",Confirmed,,GalloMeet Web Conferencing - Eucalyptus Boardroom,All attendees appearing remotely.,REMOTE,,,,,"Remote Court Reporter &amp; Videographer |&nbsp;&nbsp;All parties to attend remotely<br><br>ZOOM link for ALL parties to appear remotely:<br><br>Join from PC, Mac, Linux, iOS or Android: https://gallo-legal.zoom.us/j/86572300592?pwd=eTLLeFbdPMfcnZKMoWip55tRmbLTux.1<br>&nbsp;&nbsp;&nbsp;&nbsp;Password: 491522<br><br>or&nbsp;<br><br>Visit https://gallo-legal.zoom.us/<br>Click ""Join Meeting""<br>Enter Meeting ID: 865 7230 0592<br><br>&nbsp;&nbsp;&nbsp;&nbsp;Password: 491522<br>&nbsp;<br>Or iPhone one-tap:&nbsp;&nbsp;16468769923,86572300592# or 16469313860,86572300592#<br><br>Or Telephone&nbsp;&nbsp;(Mute PC to avoid feedback if using telephone for audio and computer for video.):<br>&nbsp;&nbsp;&nbsp;&nbsp;Dial: +1 646 876 9923 (US Toll) or +1 646 931 3860 (US Toll)<br>&nbsp;&nbsp;&nbsp;&nbsp;833 548 0276 (US Toll Free)<br>&nbsp;&nbsp;&nbsp;&nbsp;833 548 0282 (US Toll Free)<br>&nbsp;&nbsp;&nbsp;&nbsp;877 853 5247 (US Toll Free)<br>&nbsp;&nbsp;&nbsp;&nbsp;888 788 0099 (US Toll Free)<br>&nbsp;&nbsp;&nbsp;&nbsp;Meeting ID: 865 7230 0592&nbsp;",2026-03-05 11:59:17.913000,27562,2026-03-05 09:22:39.403000,43871
136410,2026-03-05,08:30:00,17:00:00,Eastern Standard Time,63618,Depo Summary,Turned In,,,,Atlanta,GA,,,,,2026-03-05 10:20:32.603000,34130,2026-03-05 10:07:35.253000,34130
136415,2026-03-05,11:00:00,16:00:00,Eastern Standard Time,75112,VTC: Court Reporter,New,,GalloMeet Web Conferencing - Oak Boardroom	,All attendees appearing remotely.,REMOTE	,,,,,"Remote Court Reporter Only |&nbsp;&nbsp;All parties to attend remotely<br><br>ZOOM link for ALL parties to appear remotely:<br><br>Join from PC, Mac, Linux, iOS or Android: https://gallo-legal.zoom.us/j/82934441342?pwd=6lHYCzqfk05rt0j6GaLpIhvRZytB2r.1<br>&nbsp;&nbsp;&nbsp;&nbsp;Password: 359470<br><br>or&nbsp;<br><br>Visit https://gallo-legal.zoom.us/<br>Click ""Join Meeting""<br>Enter Meeting ID: 829 3444 1342<br><br>&nbsp;&nbsp;&nbsp;&nbsp;Password: 359470<br>&nbsp;<br>Or iPhone one-tap:&nbsp;&nbsp;16468769923,82934441342# or 16469313860,82934441342#<br><br>Or Telephone&nbsp;&nbsp;(Mute PC to avoid feedback if using telephone for audio and computer for video.):<br>&nbsp;&nbsp;&nbsp;&nbsp;Dial: +1 646 876 9923 (US Toll) or +1 646 931 3860 (US Toll)<br>&nbsp;&nbsp;&nbsp;&nbsp;877 853 5247 (US Toll Free)<br>&nbsp;&nbsp;&nbsp;&nbsp;888 788 0099 (US Toll Free)<br>&nbsp;&nbsp;&nbsp;&nbsp;833 548 0276 (US Toll Free)<br>&nbsp;&nbsp;&nbsp;&nbsp;833 548 0282 (US Toll Free)<br>&nbsp;&nbsp;&nbsp;&nbsp;Meeting ID: 829 3444 1342&nbsp;",2026-03-05 11:11:50.410000,37784,2026-03-05 10:49:25.500000,37784
136416,2026-03-06,14:00:00,16:00:00,Eastern Standard Time,69445,VTC: Court Reporter,Confirmed,,GalloMeet Web Conferencing - Hazel Boardroom,All attendees appearing remotely.,REMOTE,,,,,"Remote Court Reporter Only |&nbsp;&nbsp;All parties to attend remotely<br><br>ZOOM link for ALL parties to appear remotely:<br><br>Join from PC, Mac, Linux, iOS or Android: https://gallo-legal.zoom.us/j/81549672016?pwd=nc2MObpLZ0bWZRlwX1TxWWRgfba1zf.1<br>&nbsp;&nbsp;&nbsp;&nbsp;Password: 313768<br><br>or&nbsp;<br><br>Visit https://gallo-legal.zoom.us/<br>Click ""Join Meeting""<br>Enter Meeting ID: 815 4967 2016<br><br>&nbsp;&nbsp;&nbsp;&nbsp;Password: 313768<br>&nbsp;<br>Or iPhone one-tap:&nbsp;&nbsp;13092053325,81549672016# or 13126266799,81549672016#<br><br>Or Telephone&nbsp;&nbsp;(Mute PC to avoid feedback if using telephone for audio and computer for video.):<br>&nbsp;&nbsp;&nbsp;&nbsp;Dial: +1 309 205 3325 (US Toll) or +1 312 626 6799 (US Toll)<br>&nbsp;&nbsp;&nbsp;&nbsp;833 548 0276 (US Toll Free)<br>&nbsp;&nbsp;&nbsp;&nbsp;833 548 0282 (US Toll Free)<br>&nbsp;&nbsp;&nbsp;&nbsp;877 853 5247 (US Toll Free)<br>&nbsp;&nbsp;&nbsp;&nbsp;888 788 0099 (US Toll Free)<br>&nbsp;&nbsp;&nbsp;&nbsp;Meeting ID: 815 4967 2016&nbsp;",2026-03-05 11:29:47.670000,37784,2026-03-05 10:50:23.867000,43151
136430,2026-04-22,10:00:00,12:00:00,Eastern Standard Time,75120,"Depo: Reporter, Videographer",New,,"Harriss & Hartman Law Firm, P.C.",200 McFarland Avenue,Rossville,GA,30741,,,Court Reporter &amp; Videographer | **ALL parties to appear in-person**,2026-03-05 14:14:37.590000,44077,2026-03-05 13:39:57.360000,44077
136442,2026-04-15,11:00:00,13:00:00,Eastern Standard Time,75125,"Depo: Reporter, Interpreter",New,,"Arnold & Hooks, LLC",416 W Lamar Street,Americus,GA,31709,,,Court Reporter &amp; Interpreter | **ALL parties to appear in-person**<br>Language: Spanish,2026-03-05 16:11:16.250000,44077,2026-03-05 15:14:48.920000,44077
136443,2026-05-14,10:00:00,12:00:00,Eastern Standard Time,75041,"Depo: Reporter, Interpreter",New,,Dawson County Library,342 Allen St.,Dawsonville,GA,30534,,,Court Reporter &amp; Russian Interpreter | **ALL parties to appear in-person**,2026-03-05 15:56:24.323000,43151,2026-03-05 15:19:47.693000,43151
136454,2026-03-30,10:00:00,13:00:00,Eastern Standard Time,70724,"VTC: Reporter, Interpreter",New,,GalloMeet Web Conferencing - Bamboo Boardroom,All attendees appearing remotely.,REMOTE,,,,,"Remote Court Reporter &amp; Interpreter | All parties to attend remotely<br><br><strong><span style=""background-color:#ffff00;"">Language: Tigrinya (Eritrean decent) for Tomas Twelde ONLY</span></strong><br><br>ZOOM link for ALL parties to appear remotely:&nbsp;<br><br>Join from PC, Mac, Linux, iOS or Android: https://gallo-legal.zoom.us/j/84474564998?pwd=Qa7kiJsmOIn2HZDxOm3QCyjrKr1Tpv.1<br>&nbsp;&nbsp;&nbsp;&nbsp;Password: 259373<br><br>or&nbsp;<br><br>Visit https://gallo-legal.zoom.us/<br>Click ""Join Meeting""<br>Enter Meeting ID: 844 7456 4998<br><br>&nbsp;&nbsp;&nbsp;&nbsp;Password: 259373<br>&nbsp;<br>Or iPhone one-tap:&nbsp;&nbsp;16468769923,84474564998# or 16469313860,84474564998#<br><br>Or Telephone&nbsp;&nbsp;(Mute PC to avoid feedback if using telephone for audio and computer for video.):<br>&nbsp;&nbsp;&nbsp;&nbsp;Dial: +1 646 876 9923 (US Toll) or +1 646 931 3860 (US Toll)<br>&nbsp;&nbsp;&nbsp;&nbsp;877 853 5247 (US Toll Free)<br>&nbsp;&nbsp;&nbsp;&nbsp;888 788 0099 (US Toll Free)<br>&nbsp;&nbsp;&nbsp;&nbsp;833 548 0276 (US Toll Free)<br>&nbsp;&nbsp;&nbsp;&nbsp;833 548 0282 (US Toll Free)<br>&nbsp;&nbsp;&nbsp;&nbsp;Meeting ID: 844 7456 4998&nbsp;",2026-03-05 16:41:16.850000,43151,2026-03-05 16:31:01.123000,43151
136464,2026-03-06,10:00:00,12:00:00,Eastern Standard Time,75137,VTC: Court Reporter,New,,GalloMeet Web Conferencing - Red Beech Boardroom,All attendees appearing remotely.,REMOTE,,,,,"Remote Court Reporter Only |&nbsp;&nbsp;All parties to attend remotely<br><br>ZOOM link for ALL parties to appear remotely:<br><br>Join from PC, Mac, Linux, iOS or Android: https://gallo-legal.zoom.us/j/83202010688?pwd=RN2kGeuLefL3SY8koRLwfWCAoHJRfb.1<br>&nbsp;&nbsp;&nbsp;&nbsp;Password: 558700<br><br>or&nbsp;<br><br>Visit https://gallo-legal.zoom.us/<br>Click ""Join Meeting""<br>Enter Meeting ID: 832 0201 0688<br><br>&nbsp;&nbsp;&nbsp;&nbsp;Password: 558700<br>&nbsp;<br>Or iPhone one-tap:&nbsp;&nbsp;16468769923,83202010688# or 16469313860,83202010688#<br><br>Or Telephone&nbsp;&nbsp;(Mute PC to avoid feedback if using telephone for audio and computer for video.):<br>&nbsp;&nbsp;&nbsp;&nbsp;Dial: +1 646 876 9923 (US Toll) or +1 646 931 3860 (US Toll)<br>&nbsp;&nbsp;&nbsp;&nbsp;833 548 0276 (US Toll Free)<br>&nbsp;&nbsp;&nbsp;&nbsp;833 548 0282 (US Toll Free)<br>&nbsp;&nbsp;&nbsp;&nbsp;877 853 5247 (US Toll Free)<br>&nbsp;&nbsp;&nbsp;&nbsp;888 788 0099 (US Toll Free)<br>&nbsp;&nbsp;&nbsp;&nbsp;Meeting ID: 832 0201 0688&nbsp;<br>",2026-03-05 19:40:47.413000,37784,2026-03-05 19:38:24.707000,37784
